Data;Estació;Conca;UTM X;UTM Y;Variable;Mitjana;Unitat Mesura
2023/05/09;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Nivell riu Terri;0.26834375;m
2023/05/09;Aforament - Sant Gregori;EL TER;477269;4651536;EA009_Sant Gregori_Cabal riu Llemena;00;m³/s
2023/05/09;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Cabal riera Major;0.141434064;m³/s
2023/05/09;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Nivell riera Major;0.284;m
2023/05/09;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Cabal riu Ter;2.49907254;m³/s
2023/05/09;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Nivell riu Ter;0.468795139;m
2023/05/10;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Cabal riu Terri;0.117510417;m³/s
2023/05/10;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Nivell riu Terri;0.265208333;m
2023/05/10;Aforament - Sant Gregori;EL TER;477269;4651536;EA009_Sant Gregori_Cabal riu Llemena;00;m³/s
2023/05/10;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Cabal riera Major;0.213921039;m³/s
2023/05/10;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Nivell riera Major;0.318;m
2023/05/10;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Cabal riu Ter;2.464881118;m³/s
2023/05/10;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Nivell riu Ter;0.4668125;m
2023/05/11;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Cabal riu Terri;0.17934375;m³/s
2023/05/11;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Nivell riu Terri;0.279114583;m
2023/05/11;Aforament - Sant Gregori;EL TER;477269;4651536;EA009_Sant Gregori_Cabal riu Llemena;0.000333333;m³/s
2023/05/11;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Cabal riera Major;0.180842909;m³/s
2023/05/11;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Nivell riera Major;0.298;m
2023/05/11;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Cabal riu Ter;2.453185214;m³/s
2023/05/11;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Nivell riu Ter;0.466118056;m
2023/05/12;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Cabal riu Terri;0.140572917;m³/s
2023/05/12;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Nivell riu Terri;0.27503125;m
2023/05/12;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Cabal riera Major;0.743491717;m³/s
2023/05/12;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Nivell riera Major;0.487;m
2023/05/12;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Cabal riu Ter;2.17981548;m³/s
2023/05/12;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Nivell riu Ter;0.449979167;m
2023/05/13;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Cabal riu Terri;0.145;m³/s
2023/05/13;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Nivell riu Terri;0.27515625;m
2023/05/13;Aforament - Sant Gregori;EL TER;477269;4651536;EA009_Sant Gregori_Cabal riu Llemena;0.00059375;m³/s
2023/05/13;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Cabal riera Major;0.714898152;m³/s
2023/05/13;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Nivell riera Major;0.472;m
2023/05/13;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Cabal riu Ter;1.899388798;m³/s
2023/05/13;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Nivell riu Ter;0.433329861;m
2023/05/14;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Cabal riu Terri;0.124395833;m³/s
2023/05/14;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Nivell riu Terri;0.268322917;m
2023/05/14;Aforament - Sant Gregori;EL TER;477269;4651536;EA009_Sant Gregori_Cabal riu Llemena;00;m³/s
2023/05/14;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Cabal riera Major;0.505942039;m³/s
2023/05/14;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Nivell riera Major;0.417;m
2023/05/14;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Cabal riu Ter;1.906249491;m³/s
2023/05/14;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Nivell riu Ter;0.433791667;m
2023/05/15;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Cabal riu Terri;0.12484375;m³/s
2023/05/15;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Nivell riu Terri;0.2684375;m
2023/05/15;Aforament - Sant Gregori;EL TER;477269;4651536;EA009_Sant Gregori_Cabal riu Llemena;00;m³/s
2023/05/15;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Cabal riera Major;0.382001411;m³/s
2023/05/15;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Nivell riera Major;0.38;m
2023/05/15;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Cabal riu Ter;1.976732434;m³/s
2023/05/15;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Nivell riu Ter;0.438479167;m
2023/05/16;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Cabal riu Terri;0.12378125;m³/s
2023/05/16;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Nivell riu Terri;0.268010417;m
2023/05/16;Aforament - Sant Gregori;EL TER;477269;4651536;EA009_Sant Gregori_Cabal riu Llemena;00;m³/s
2023/05/16;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Cabal riera Major;0.316168127;m³/s
2023/05/16;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Nivell riera Major;0.357;m
2023/05/16;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Cabal riu Ter;1.957795363;m³/s
2023/05/16;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Nivell riu Ter;0.437100694;m
2023/05/17;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Cabal riu Terri;0.123729167;m³/s
2023/05/17;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Nivell riu Terri;0.268104167;m
2023/05/17;Aforament - Sant Gregori;EL TER;477269;4651536;EA009_Sant Gregori_Cabal riu Llemena;00;m³/s
2023/05/17;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Cabal riera Major;0.271915882;m³/s
2023/05/17;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Nivell riera Major;0.337;m
2023/05/17;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Cabal riu Ter;2.162555873;m³/s
2023/05/17;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Nivell riu Ter;0.449291667;m
2023/05/18;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Cabal riu Terri;0.12446875;m³/s
2023/05/18;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Nivell riu Terri;0.268291667;m
2023/05/18;Aforament - Sant Gregori;EL TER;477269;4651536;EA009_Sant Gregori_Cabal riu Llemena;00;m³/s
2023/05/18;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Cabal riera Major;0.241223238;m³/s
2023/05/18;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Nivell riera Major;0.325;m
2023/05/18;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Cabal riu Ter;2.3584967;m³/s
2023/05/18;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Nivell riu Ter;0.460670139;m
2023/05/19;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Cabal riu Terri;0.138802083;m³/s
2023/05/19;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Nivell riu Terri;0.274395833;m
2023/05/19;Aforament - Sant Gregori;EL TER;477269;4651536;EA009_Sant Gregori_Cabal riu Llemena;00;m³/s
2023/05/19;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Cabal riera Major;0.232905859;m³/s
2023/05/19;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Nivell riera Major;0.323;m
2023/05/19;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Cabal riu Ter;2.505237812;m³/s
2023/05/19;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Nivell riu Ter;0.469045139;m
2023/05/20;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Cabal riu Terri;0.140791667;m³/s
2023/05/20;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Nivell riu Terri;0.275354167;m
2023/05/20;Aforament - Sant Gregori;EL TER;477269;4651536;EA009_Sant Gregori_Cabal riu Llemena;00;m³/s
2023/05/20;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Cabal riera Major;0.239201055;m³/s
2023/05/20;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Nivell riera Major;0.324;m
2023/05/20;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Cabal riu Ter;2.491751862;m³/s
2023/05/20;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Nivell riu Ter;0.468336806;m
2023/05/21;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Cabal riu Terri;0.137552083;m³/s
2023/05/21;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Nivell riu Terri;0.274010417;m
2023/05/21;Aforament - Sant Gregori;EL TER;477269;4651536;EA009_Sant Gregori_Cabal riu Llemena;00;m³/s
2023/05/21;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Cabal riera Major;0.228220207;m³/s
2023/05/21;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Nivell riera Major;0.321;m
2023/05/21;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Cabal riu Ter;2.556476137;m³/s
2023/05/21;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Nivell riu Ter;0.472065972;m
2023/05/22;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Cabal riu Terri;0.132583333;m³/s
2023/05/22;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Nivell riu Terri;0.271958333;m
2023/05/22;Aforament - Sant Gregori;EL TER;477269;4651536;EA009_Sant Gregori_Cabal riu Llemena;00;m³/s
2023/05/22;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Cabal riera Major;0.225116693;m³/s
2023/05/22;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Nivell riera Major;0.319;m
2023/05/22;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Cabal riu Ter;2.476741942;m³/s
2023/05/22;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Nivell riu Ter;0.467482639;m
2023/05/23;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Cabal riu Terri;0.123677083;m³/s
2023/05/23;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Nivell riu Terri;0.268104167;m
2023/05/23;Aforament - Sant Gregori;EL TER;477269;4651536;EA009_Sant Gregori_Cabal riu Llemena;00;m³/s
2023/05/23;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Cabal riera Major;0.214004369;m³/s
2023/05/23;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Nivell riera Major;0.316;m
2023/05/23;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Cabal riu Ter;2.461330689;m³/s
2023/05/23;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Nivell riu Ter;0.466517361;m
2023/05/24;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Cabal riu Terri;0.131395833;m³/s
2023/05/24;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Nivell riu Terri;0.271197917;m
2023/05/24;Aforament - Sant Gregori;EL TER;477269;4651536;EA009_Sant Gregori_Cabal riu Llemena;0.000350694;m³/s
2023/05/24;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Cabal riera Major;0.573126239;m³/s
2023/05/24;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Nivell riera Major;0.309;m
2023/05/24;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Cabal riu Ter;2.497704834;m³/s
2023/05/24;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Nivell riu Ter;0.468399306;m
2023/05/25;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Cabal riu Terri;0.4871875;m³/s
2023/05/25;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Nivell riu Terri;0.353322917;m
2023/05/25;Aforament - Sant Gregori;EL TER;477269;4651536;EA009_Sant Gregori_Cabal riu Llemena;0.002472222;m³/s
2023/05/25;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Cabal riera Major;0.746173547;m³/s
2023/05/25;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Nivell riera Major;0.477;m
2023/05/25;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Cabal riu Ter;2.127509904;m³/s
2023/05/25;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Nivell riu Ter;0.447086806;m
2023/05/26;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Cabal riu Terri;0.118989583;m³/s
2023/05/26;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Nivell riu Terri;0.265885417;m
2023/05/26;Aforament - Sant Gregori;EL TER;477269;4651536;EA009_Sant Gregori_Cabal riu Llemena;0.00171875;m³/s
2023/05/26;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Cabal riera Major;0.708855176;m³/s
2023/05/26;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Nivell riera Major;0.469;m
2023/05/26;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Cabal riu Ter;1.907287111;m³/s
2023/05/26;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Nivell riu Ter;0.433875;m
2023/05/27;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Cabal riu Terri;0.11128125;m³/s
2023/05/27;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Nivell riu Terri;0.26215625;m
2023/05/27;Aforament - Sant Gregori;EL TER;477269;4651536;EA009_Sant Gregori_Cabal riu Llemena;00;m³/s
2023/05/27;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Cabal riera Major;0.572054072;m³/s
2023/05/27;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Nivell riera Major;0.4345;m
2023/05/27;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Cabal riu Ter;1.856698201;m³/s
2023/05/27;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Nivell riu Ter;0.43046875;m
2023/05/28;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Cabal riu Terri;0.109354167;m³/s
2023/05/28;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Nivell riu Terri;0.261291667;m
2023/05/28;Aforament - Sant Gregori;EL TER;477269;4651536;EA009_Sant Gregori_Cabal riu Llemena;00;m³/s
2023/05/28;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Cabal riera Major;0.397440701;m³/s
2023/05/28;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Nivell riera Major;0.387;m
2023/05/28;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Cabal riu Ter;1.882329036;m³/s
2023/05/28;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Nivell riu Ter;0.432208333;m
2023/05/29;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Cabal riu Terri;0.104072917;m³/s
2023/05/29;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Nivell riu Terri;0.258625;m
2023/05/29;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Cabal riera Major;0.311043823;m³/s
2023/05/29;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Nivell riera Major;0.355;m
2023/05/29;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Cabal riu Ter;2.095969345;m³/s
2023/05/29;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Nivell riu Ter;0.445118056;m
2023/05/30;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Cabal riu Terri;0.096145833;m³/s
2023/05/30;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Nivell riu Terri;0.254583333;m
2023/05/30;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Cabal riera Major;0.263896095;m³/s
2023/05/30;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Nivell riera Major;0.335;m
2023/05/30;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Cabal riu Ter;2.484097543;m³/s
2023/05/30;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Nivell riu Ter;0.467888889;m
2023/05/31;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Cabal riu Terri;0.135260417;m³/s
2023/05/31;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Nivell riu Terri;0.267802083;m
2023/05/31;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Cabal riera Major;0.304096283;m³/s
2023/05/31;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Nivell riera Major;0.35;m
2023/05/31;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Cabal riu Ter;2.559410492;m³/s
2023/05/31;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Nivell riu Ter;0.471875;m
2023/06/01;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Cabal riu Terri;0.098729167;m³/s
2023/06/01;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Nivell riu Terri;0.255885417;m
2023/06/01;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Cabal riera Major;0.35711633;m³/s
2023/06/01;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Nivell riera Major;0.344;m
2023/06/01;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Cabal riu Ter;2.958609002;m³/s
2023/06/01;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Nivell riu Ter;0.492791667;m
2023/06/02;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Cabal riu Terri;0.09325;m³/s
2023/06/02;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Nivell riu Terri;0.253135417;m
2023/06/02;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Cabal riera Major;0.50529331;m³/s
2023/06/02;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Nivell riera Major;0.408;m
2023/06/02;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Cabal riu Ter;2.932708444;m³/s
2023/06/02;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Nivell riu Ter;0.491621528;m
2023/06/03;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Cabal riu Terri;0.199052083;m³/s
2023/06/03;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Nivell riu Terri;0.282666667;m
2023/06/03;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Cabal riera Major;0.580595728;m³/s
2023/06/03;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Nivell riera Major;0.436;m
2023/06/03;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Cabal riu Ter;3.686713115;m³/s
2023/06/03;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Nivell riu Ter;0.527125;m
2023/06/04;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Cabal riu Terri;0.375145833;m³/s
2023/06/04;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Nivell riu Terri;0.307114583;m
2023/06/04;Aforament - Sant Gregori;EL TER;477269;4651536;EA009_Sant Gregori_Cabal riu Llemena;0.008913194;m³/s
2023/06/04;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Cabal riera Major;0.70421109;m³/s
2023/06/04;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Nivell riera Major;0.418;m
2023/06/04;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Cabal riu Ter;4.226745488;m³/s
2023/06/04;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Nivell riu Ter;0.552434028;m
2023/06/05;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Cabal riu Terri;0.16665625;m³/s
2023/06/05;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Nivell riu Terri;0.27896875;m
2023/06/05;Aforament - Sant Gregori;EL TER;477269;4651536;EA009_Sant Gregori_Cabal riu Llemena;0.002065972;m³/s
2023/06/05;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Cabal riera Major;0.730211786;m³/s
2023/06/05;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Nivell riera Major;0.473;m
2023/06/05;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Cabal riu Ter;4.290615938;m³/s
2023/06/05;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Nivell riu Ter;0.555534722;m
2023/06/06;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Cabal riu Terri;0.3430625;m³/s
2023/06/06;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Nivell riu Terri;0.302645833;m
2023/06/06;Aforament - Sant Gregori;EL TER;477269;4651536;EA009_Sant Gregori_Cabal riu Llemena;00;m³/s
2023/06/06;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Cabal riera Major;1.505705101;m³/s
2023/06/06;Aforament - Vilanova de Sau (riera Major);EL TER;452148;4645978;EA027_Vilanova Sau_Nivell riera Major;0.473;m
2023/06/06;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Cabal riu Ter;3.791652563;m³/s
2023/06/06;Aforament - la Cellera de Ter (Pasteral I);EL TER;467132;4648235;EA060_Cellera Ter_Pasteral_Nivell riu Ter;0.532260417;m
2023/06/07;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Cabal riu Terri;0.141625;m³/s
2023/06/07;Aforament - Cornellà del Terri;EL TER;483379;4660993;EA061_Cornella Terri_Nivell riu Terri;0.275729167;m
2023/06/07;Aforament - Sant Gregori;EL TER;477269;4651536;EA009_Sant Gregori_Cabal riu Llemena;00;m³/s
